62,대광복권방,5,전남 화순군 화순읍 대리 97-3 대광그린상가동 1층109호
63,대박마트복권방,5,충남 아산시 음봉면 산동리 431-10 태화상가1층103호
64,대박행진 복권랜드,5,경기 파주시 금촌동 989-1번지 금촌프라자107호
65,로또명당가두판매점,5,경기 안양시 동안구 비산동 1102번지
66,로또복권 하대점,5,경남 진주시 하대동 126-17번지
67,로또복권두정점,5,충남 천안시 서북구 두정동 153-1번지 대원빌딩104호
68,로또복권방,5,경기 용인시 처인구 김량장동 162-4
69,로터리편의마트,5,경북 포항시 북구 덕산동 113-11번지
70,미나식품(로또판매점),5,서울 강서구 방화동 484-23번지
71,복권명당,5,대전 서구 만년동 112번지
72,복권명당,5,충남 공주시 신관동 585-12번지
73,복권방,5,강원 원주시 관설동 1702-1 1층 CU편의점 내
74,복권백화점,5,경기 여주시 홍문동 207-9 1층
75,사이버정보통신,5,부산 부산진구 양정동 406-4번지 백조상가동103-1호
76,서재강변로또,5,대구 달성군 다사읍 서재리 58-2번지
77,세방매점,5,경북 경주시 용강동 754-3
78,셀프카메라,5,부산 부산진구 개금동 472-23번지
79,알리바이,5,광주 광산구 신가동 986-4번지 1층 알리바이
80,역전광장상회,5,경기 파주시 금촌동 329-19번지
81,영훈슈퍼마켓,5,서울 도봉구 창동 557-5번지
82,오천억복권방,5,광주 서구 화정동 782-14번지
83,왕대박복권방,5,경북 문경시 모전동 81-89번지
84,오케이상사,5,서울 서초구 반포동 19-3번지 센트럴시티내100호매점
85,원스탑,5,서울 송파구 잠실동 183-1
86,지원물산,5,서울 노원구 공릉동 644-12번지
87,창원병원앞매표소,5,경남 창원시 성산구 중앙동 104-1번지 가판
88,천하명당복권,5,대구 북구 읍내동 771-3번지
89,천하명당복권방,5,경남 거제시 옥포동 582번지
90,초월대박복권방,5,경기 광주시 초월읍 대쌍령리 196-18
91,토큰판매소,5,서울 송파구 풍납동 480번지
92,파란만장복권방,5,경기 화성시 진안동 878-4 101호
93,팡팡복권방,5,충북 진천군 광혜원면 광혜원리 265-3번지
94,평안당,5,서울 종로구 종로5가 80-1번지
95,행운방,5,경기 용인시 기흥구 보정동 1208-4번지엔림프라자101호
96,행운복권방,5,강원 인제군 북면 원통리 681-5번지 1층
97,행운복권방 보생당건강원,5,전북 익산시 부송동 216-17번지
98,헬로마트,5,서울 도봉구 도봉동 89-148번지
99,현대사,5,경기 성남시 분당구 구미동 144-1 102호
100,화천복권방,5,강원 화천군 화천읍 하리 43-29 1층
101,황금복권마트,5,경기 이천시 송정동 195-20 1층
102,흥양마중물,5,강원 원주시 소초면 흥양리 1718-4
103,황실복권방,5,충남 천안시 동남구 목천읍 신계리 390-19
104,25시슈퍼,4,경남 창원시 마산회원구 봉암동 462-30번지
105,CU(군포덕산점),4,경기 군포시 당동 902번지 덕산아파트상가1층
106,CU(망우점),4,서울 중랑구 망우동 470-10번지
107,CU(여주ＩＣ점),4,경기 여주시 점봉동 437-1
108,GS25(계산동경점),4,인천 계양구 계산동 1076-7번지 도쿄프라자1층2호
109,GS25(두정메트로점),4,충남 천안시 서북구 성정동 1451
110,GS25(수원삼성점),4,경기 수원시 영통구 매탄동 1267-7 104호 GS25
111,GS25(안산산호점),4,경기 안산시 단원구 선부동 1081
112,GS25(종로낙원점),4,서울 종로구 낙원동 230
113,GS25(중촌현대점),4,대전 중구 중촌동 17-2번지
114,HX복권방,4,경기 이천시 부발읍 아미리 726-9 현대시티플라자106호
115,가로판매소,4,서울 구로구 구로동 3-25 신도림역배수펌프장앞
116,공원슈퍼,4,경기 수원시 장안구 영화동 257-1
117,교통카드판매대,4,서울 강동구 고덕동 210-1번지 구서울승합종점앞
118,그린마트,4,경기 성남시 분당구 궁내동 192-2번지107호
119,금강종합공구,4,경기 김포시 대곶면 율생리 350-5번지
120,나나 복권판매소,4,경남 양산시 상북면 석계리 223-2
121,남평로또점,4,전남 나주시 남평읍 대교리 86번지 성모약국 내
122,노다지복권방,4,경기 시흥시 대야동 345-16번지 1층상가
123,노다지복권방,4,서울 종로구 창신동 302-5
124,노다지복권방,4,인천 남구 학익동 264-6번지 외7필지125호
125,다모아복권,4,서울 구로구 오류동 315-14번지
126,드림,4,경기 수원시 권선구 세류동 130
127,대박로또판매점,4,경기 수원시 장안구 율전동 291
128,대박복권방,4,경기 연천군 전곡읍 전곡리 480-16번지
129,대박행운복권방,4,충남 아산시 도고면 금산리 161-21 서해안 휴게소내 편의점
130,대성기획,4,경기 용인시 기흥구 마북동 339-1번지
131,대원슈퍼마켓,4,부산 수영구 광안동 373-15번지
132,돈벼락맞는곳,4,경남 김해시 한림면 병동리 980-7번지
133,동원복권,4,경남 양산시 북정동 531-4번지
134,럭키슈퍼,4,서울 용산구 후암동 27-14
135,로또,4,서울 중구 신당동 133-14번지
136,로또명당,4,인천 남구 문학동 355-12번지 편의점내
137,로또복권,4,경기 화성시 송산면 사강리 672-4
138,로또복권방,4,충남 당진시 읍내동 620-5번지
139,로또온천장점,4,부산 동래구 온천동 1750-1 5호
140,로또천국,4,충북 충주시 칠금동 849번지 충주공영버스터미널1층 터미널매점
141,마이마트,4,인천 서구 심곡동 302번지 한국상가제1층101호
142,맛딱치킨,4,경기 군포시 산본동 1055 108호
143,메트로센터점,4,대구 중구 덕산동 88번지 메트로센터C412호
144,명당복권,4,서울 동대문구 용두동 711-4번지 가판
145,버스매표소,4,인천 부평구 부평동 549-39번지 가판
146,버스표가판점,4,경기 안양시 동안구 호계동 1039-2번지
147,보람복권방,4,울산 남구 삼산동 1567-6 우리들보람점내
148,부자복권방,4,전북 군산시 대명동 138-12번지
149,복권나라,4,서울 관악구 봉천동 926-25
150,복권나라,4,전남 여수시 교동 448-2번지 1층
151,복권닷컴,4,강원 양양군 양양읍 남문리 16-24번지
152,복권방,4,부산 사하구 장림동 328-9번지
153,복권파는집,4,경남 창원시 마산회원구 합성동 84-29번지
154,부영마트,4,서울 중랑구 상봉동 108번지
155,부흥청과식품점,4,경북 경산시 하양읍 남하리 118번지 우방3차상가
156,북문복권방,4,경기 수원시 장안구 영화동 311-12
157,서정천하명당,4,경기 평택시 서정동 262-11
158,성심상회,4,경북 포항시 북구 중앙동 41번지
159,세원로또복권방,4,부산 수영구 수영동 445-3 101호
160,열두보석복권방,4,경기 용인시 기흥구 구갈동 351 구갈스포츠센터106호
161,왕대박복권편의점,4,인천 부평구 부개동 106-19 1층
162,우리들공업탑점,4,울산 남구 신정동 1233-3번지
163,우일,4,서울 송파구 마천동 25-2번지
164,운수대통,4,경기 수원시 권선구 호매실동 87-2
165,원당역복권방,4,경기 고양시 덕양구 성사동 410-7
166,인생대역전,4,인천 계양구 임학동 10-10번지
167,인터넷 복권판매사이트,4,서울 서초구 서초동 동행복권(dhlottery.co.kr)
168,자수정슈퍼,4,전북 전주시 완산구 효자동1가 195-19번지
169,장미슈퍼,4,충남 부여군 부여읍 동남리 739-9번지 부여군청 로터리 부근
170,종로3가1호선역2번출구가로판매점82호,4,서울 종로구 종로3가 23-1 가판
171,종합복권슈퍼,4,경기 시흥시 정왕동 1735-2번지 정일빌딩104
172,주택복권방,4,경기 용인시 수지구 풍덕천동 717-3번지 103호
173,준,4,경기 평택시 포승읍 방림리 53-5
174,진성식품,4,충북 제천시 중앙로1가 115-1 1층
175,천하명당복권방,4,충남 홍성군 홍성읍 오관리 321-4
176,탑로또,4,경남 거제시 상동동 979-1 서원탑훼밀리마트 내
177,태안로또복권방,4,충남 태안군 태안읍 동문리 454-23번지
178,포시즌마전점,4,인천 서구 마전동 1011-1 검단2지구37블록1롯트
179,풍전슈퍼,4,경기 부천시 원미구 원미동 55-1번지
180,프로토베팅샵,4,부산 중구 창선동2가 27-6번지 4호
181,하늘과바다,4,인천 부평구 부개동 67-9번지
182,한꿈복권방,4,울산 중구 남외동 486-5번지 베스트편의점내
183,한마음,4,서울 관악구 봉천동 32-2 봉천중앙시장라열4호
184,한아름매점,4,충남 홍성군 광천읍 광천리 173-6
185,행복복권방,4,경남 창원시 의창구 팔용동 106-10번지
186,행복슈퍼,4,서울 성북구 동소문동4가 115번지
187,행운복권,4,충북 제천시 의림동 24-10 1층
188,행운복권방,4,경기 의정부시 용현동 14번지
189,행운을주는사람들,4,충북 충주시 연수동 923번지 1층 복권방
190,407억당첨가판점,3,강원 춘천시 중앙로2가 27-1 국민은행앞 가판
191,ALWAYSMART,3,경기 고양시 일산동구 풍동 150번지
192,CU(거제해금강),3,경남 거제시 고현동 997-5번지
193,CU(광탄개나리점),3,경기 파주시 광탄면 신산리 358-10 화설프라자
194,CU(달동초이스점),3,울산 남구 달동 1309-1번지
195,CU(수유대로점),3,서울 강북구 수유동 724-3번지 두울빌딩
196,CU(제천역점),3,충북 제천시 화산동 208-1 1층 CU편의점
197,CU(횡성점),3,강원 횡성군 횡성읍 읍하리 115-11
198,GS25(고양주교점),3,경기 고양시 덕양구 주교동 568번지 1층3호
199,GS25(구로제일점),3,서울 구로구 구로동 685-215번지 103호
200,GS25(대구교대점),3,대구 남구 대명동 2007-6 GS25 대구교대점
201,GS25(진해제일점),3,경남 창원시 진해구 화천동 19-2번지
202,G마트,3,서울 영등포구 대림동 862-6번지
203,L-마트,3,경기 부천시 오정구 삼정동 364번지 부천테크노파크100-103
204,LG슈퍼,3,경기 광명시 철산동 163번지
205,Letsgo복권유통,3,전북 전주시 덕진구 인후동1가 904-1번지
206,SK@24시편의점,3,경기 파주시 야동동 589-10번지
207,Today,3,서울 광진구 구의동 546-4번지 테크노마트9층판매동24호
208,㈜현대택배권선영업소,3,경기 수원시 권선구 곡반정동 574-1 101호
209,가로가판대,3,서울 관악구 신림동 1643-6
210,가로판매대,3,서울 종로구 교남동 46 육교에서 30m 떨어진 가판(협신빌딩앞 가판)
211,가로판매점,3,서울 중구 서소문동 53-6번지
212,가자복권천국,3,전남 목포시 상동 878-4번지
213,가판 창동역점,3,서울 도봉구 창동 3-3번지 창동역문화마당앞
214,가판14호,3,서울 중구 남창동 61-4번지
215,가판대,3,서울 도봉구 도봉동 30-1
216,가판점,3,경기 부천시 심곡동 176-13번지 국민은행버스정류장 옆 가판
217,강일코사할인마트,3,"서울 강동구 강일동 699번지 강일리버파크9단지107호,108호"
218,건강마트,3,경기 하남시 신장동 315-2번지
219,경기상회,3,인천 남동구 만수동 1041-3 104호
220,경동G-PLUS할인마트,3,부산 해운대구 좌동 1317번지 경동G-PLUS아파트상가103
221,경부선 하차장로또방,3,서울 서초구 반포동 19-4
222,구포라인점,3,부산 북구 구포동 700-148번지
223,굿타임,3,서울 서대문구 연희동 353-94번지
224,금집복권,3,광주 북구 신용동 752
225,기장슈퍼,3,부산 기장군 기장읍 동부리 162-20번지
226,노다지복권방,3,경기 오산시 오산동 371-1번지
227,노다지복권방서정지점,3,경기 평택시 서정동 335-27번지
228,다모아복권방,3,서울 구로구 오류동 137-46번지 1층
229,다음정보텔레콤,3,경남 진주시 평거동 200-1 1층 2호
230,당첨희망복권점,3,경기 이천시 관고동 4-31 관고사거리
231,대광슈퍼,3,경기 군포시 산본동 1061-3 미성프라자106호
232,대동도기상사,3,경북 영천시 금노동 499-3번지
233,대림통상,3,울산 중구 태화동 426 일신아파트상가102호
234,대박,3,서울 강남구 신사동 528-4번지 화인빌딩1층훼미리마트
235,대박마트,3,충남 천안시 동남구 봉명동 494번지 봉명청솔아파트상가103호
236,대박복권,3,"경기 부천시 심곡본동 316-2 부천역사쇼핑몰 W6, 7-2호"
237,대박복권방,3,경기 양주시 광적면 가납리 728-8
238,대박찬스,3,광주 북구 오치동 776-7번지
239,대박찬스,3,경기 남양주시 진접읍 장현리 351-16번지 1층1호
240,대박찬스,3,경기 성남시 중원구 금광동 4460번지
241,대야지복권,3,광주 남구 주월동 961-24번지
242,대영당안경원,3,부산 동래구 수안동 232번지
243,대운복권,3,경기 성남시 중원구 성남동 4159번지
244,대흥당,3,전북 정읍시 시기동 431-2
245,덕성상회,3,서울 강서구 방화동 608-140
246,도소매복권방,3,전남 광양시 광영동 759-4번지
247,동남슈퍼,3,전북 부안군 부안읍 동중리 130-5
248,동명슈퍼,3,강원 속초시 동명동 458-6
249,동원슈퍼,3,광주 남구 월산동 1053-22번지
250,둔포로또판매점,3,충남 아산시 둔포면 둔포리 479-1 둔포로또판매점
251,드림로또,3,대구 북구 구암동 815-14번지
252,따봉복권방,3,인천 부평구 부평동 889-5번지
253,또와식품,3,서울 강서구 염창동 264-8번지
254,럭키복권방,3,경기 수원시 영통구 이의동 1335 아이플렉스104호
255,로또,3,충남 홍성군 홍성읍 오관리 311-5
256,로또명당,3,경남 양산시 평산동 94-3
257,로또명당,3,경기 시흥시 포동 1-13번지 101호
258,로또복권방,3,경기 가평군 가평읍 읍내리 448-3 1층
259,로또복권방분평점,3,충북 청주시 서원구 분평동 1258번지
260,로또복권장항점,3,충남 서천군 장항읍 창선2리 633-2번지
261,로또암반수베팅샵,3,경기 남양주시 와부읍 덕소리 141-64번지
262,로또판매점,3,부산 사하구 괴정동 279-7
263,로또판매점,3,충북 음성군 대소면 태생리 533-1 비디오대여점
264,로또판매점(바이더웨이),3,부산 금정구 구서동 415-2번지세븐일레븐내
265,명당편의점,3,광주 서구 동천동 635
266,명동열쇠,3,강원 춘천시 중앙로2가 11 신한은행춘천중앙지점옆 가판
267,명진슈퍼,3,경기 의왕시 고천동 295-26
268,바다로또방,3,경남 통영시 서호동 177-358번지
269,반딧불로또,3,전북 무주군 무주읍 읍내리 249-4번지
270,버블샵카페 고래의꿈,3,광주 광산구 운남동 776-3번지 운남주공아파트 상가108호
271,버스카드판매대,3,서울 관악구 신림동 1513-2
272,베스트올수성점,3,전북 정읍시 수성동 932-1
273,베스트원,3,전남 영광군 영광읍 남천리 315 CU편의점
274,보경복권,3,울산 북구 진장동 836번지
275,보경식품,3,서울 강북구 미아동 207-2번지
276,복권,3,서울 관악구 봉천동 196-33
277,복권나라,3,서울 중구 남대문로5가 21-1
278,복권나라,3,서울 성동구 용답동 14-1번지 1층
279,복권나라,3,충북 청주시 청원구 율량동 912
280,복권나라,3,인천 서구 석남동 586-2번지
281,복권마트,3,강원 홍천군 홍천읍 진리 83-2 1층
282,복권방,3,경기 하남시 신장동 427-169번지
283,복권사랑,3,경기 양주시 덕계동 462-2번지
284,복권왕국,3,충북 제천시 중앙로1가 77 지하145
285,복권천국방,3,서울 마포구 서교동 480-1번지 1층
286,봉황로또,3,전북 임실군 임실읍 이도리 236-13
287,불국사명당복권,3,경북 경주시 구정동 631-16
288,삼삼마트,3,경남 진주시 봉곡동 27-3번지
289,삼성복권방,3,경기 동두천시 생연동 686-17번지
290,삼정그린환경,3,서울 강동구 성내동 428-5번지 오스카상가136호
291,삼호복권,3,서울 도봉구 쌍문동 96-43번지
292,샘내로또판매,3,경기 양주시 산북동 333-13번지
293,선경로또,3,충북 제천시 하소동 188-1 1층
294,선봉로또,3,울산 남구 삼산동 1468-6번지 CU판매점 내
295,세류보석복권방,3,경기 수원시 권선구 세류동 1090-7
296,세븐일레븐 수완점,3,광주 광산구 수완동 1428 세븐일레븐내
297,세븐일레븐광양시청점,3,전남 광양시 중동 1317-4번지 세븐일레븐편의점 내
298,세븐일레븐삼척삼원점,3,강원 삼척시 남양동 93-5
299,세종로또복권방,3,세종 금남면 용포리 88-17번지
300,소답시내버스매표소,3,경남 창원시 의창구 소답동 114-7번지 가판
301,송내매표소,3,경기 부천시 송내동 709-2번지 버스정류장
302,슈퍼복권나라,3,부산 사하구 하단동 870-268
303,스포츠베팅샵,3,서울 서초구 양재동 373 104호
304,승일유통,3,충북 청주시 흥덕구 봉명동 200-14번지
305,신간판,3,서울 중구 무교동 12-1번지
306,신명,3,서울 강서구 방화동 620-192번지
307,신문가판대,3,서울 성북구 보문동4가 4번지가판
308,썬마트,3,대전 서구 관저동 1109번지신선타워105호 GS25편의점
309,씨스페이스(범어사역점),3,부산 금정구 남산동 21-4번지
310,씨유 대전원내점,3,대전 유성구 원내동 228-8번지 CU편의점
311,아띠로또판매점,3,충남 천안시 서북구 두정동 1063110호(미니스톱)
312,안성맞춤,3,경기 안성시 금산동 47
313,에버빌마트,3,경북 안동시 정하동 240-2번지
314,엔타임편의점(대승복권),3,부산 해운대구 좌동 1479-3세종월드프라자 137 엔타임편의점내
315,엘도라도복권점문점,3,서울 광진구 중곡동 124-65번지
316,예술로또,3,강원 영월군 영월읍 영흥리 945-43번지
317,오렌지25,3,경기 고양시 일산서구 일산동 555-1번지 양우에이스스타디움109
318,온천로또복권,3,충남 예산군 덕산면 사동리 15덕산온천관광호텔매점
319,올인로또복권,3,전북 전주시 완산구 효자동2가 203-5코끼리마트 상가 내
320,왕대박,3,경기 평택시 팽성읍 안정리 41-294
321,외동복권,3,경남 김해시 대동면 초정리 136-5 GS편의점 내
322,용두천하,3,광주 북구 양산동 254-114
323,용띠아지메 복권,3,경남 창원시 마산합포구 구산면 내포리 254-1 1층
324,우미슈퍼,3,광주 서구 풍암동 1132번지 우미아파트상가118동-101호
325,우정식품,3,부산 동래구 온천동 185-93번지
326,윈마트,3,서울 송파구 석촌동 12번지
327,욱일슈퍼,3,인천 부평구 일신동 110-5번지
328,운수대통가판점,3,서울 성동구 하왕십리동 966-14
329,운수대통복권방,3,부산 부산진구 전포동 339-33
330,울릉로또,3,경북 울릉군 울릉읍 도동리 317-1 1층 울릉로또&커피
331,원동슈퍼,3,충남 보령시 대천동 172-8번지
332,월드마트,3,충북 청주시 흥덕구 복대동 2405번지
333,월드컵복권방,3,경기 광주시 경안동 57-12번지
334,율암25시편의점,3,경기 화성시 팔탄면 율암리 481-2
335,은미복권방,3,경기 부천시 원종동 232번지
336,이마트24구미황상점,3,경북 구미시 인의동 827-19번지
337,이삭,3,전남 목포시 옥암동 1274-3번지 남악프라자A동103호
338,이플러스,3,경기 수원시 영통구 매탄동 153-14
339,인덕원가판점,3,경기 안양시 동안구 관양동 1488-5
340,인스토어편의점,3,경기 고양시 덕양구 화정동 969-1번지 새롬프라자1층 100호
341,일이오마켓,3,서울 서초구 방배동 454-20
342,잉크와복권방,3,충남 천안시 동남구 다가동 352-7번지
343,잘찍어로또방,3,경기 평택시 안중읍 안중리 272-5
344,장군슈퍼,3,경기 부천시 오정구 원종동 70-8번지
345,제일슈퍼,3,인천 연수구 동춘동 937번지 제일상가112호
346,조례로또복권방,3,전남 순천시 조례동 1092-2번지 조례로또복권방
347,중구-가로가판대-37,3,서울 중구 남대문로3가 30-6번지
348,차부상회,3,경기 김포시 통진읍 서암리 717-6번지
349,찬스365,3,경기 양평군 양서면 양수리 562-6 1층
350,천국열쇠,3,광주 북구 운암동 1040-10번지
351,천복당,3,경기 오산시 원동 215-3번지
352,천사로또방,3,경기 남양주시 금곡동 159-66 1층 7호
353,천안역로또토토복권방,3,충남 천안시 동남구 대흥동 123-1번지 아시아마트내
354,천하명당복권방,3,경기 화성시 남양읍 남양리 1267-5
355,천하명당복권방,3,경기 안성시 영동 428번지
356,천하명당초량점,3,부산 동구 초량동 377-7번지
357,천하제일복권명당연무점,3,충남 논산시 연무읍 안심리 1126-36번지
358,천하제일복권명당유성점,3,대전 유성구 구암동 609-9번지
359,청룡마트,3,충남 천안시 동남구 청수동 219-4번지 현대아파트상가B-102호
360,충남상회,3,인천 남구 숭의동 106-21번지
361,코리아마트(비산점),3,대구 서구 비산동 368-2번지
362,태양마트,3,대전 유성구 지족동 905-1번지 그랜드타운105호
363,태원정보통신,3,서울 중랑구 상봉동 88-75번지
364,태일이엔지,3,경기 수원시 권선구 권선동 1188 한양아파트상가 107호
365,터미널식품,3,경기 의정부시 금오동 369-5번지
366,토큰판매,3,경북 경산시 대동 168-1번지 토큰박스
367,풍향동복권나라,3,광주 북구 풍향동 581-19
368,프로피스,3,경기 구리시 교문동 764-14번지
369,하나마트(하남4번로),3,광주 광산구 장덕동 992-12번지 하나마트내
370,하당복권방,3,전남 목포시 옥암동 998번지
371,한경종합광고,3,서울 송파구 삼전동 28-8번지
372,해수로또,3,충북 청주시 상당구 금천동 261-50번지
373,해피+24시편의점,3,광주 북구 양산동 296번지
374,해피복권,3,경남 창원시 마산회원구 양덕동 17-3번지 양덕편의점 내
375,행복공간,3,서울 강동구 성내동 292-30번지
376,행복미니슈퍼,3,경기 부천시 원미구 심곡동 351-3번지
377,행복한집,3,경기 오산시 원동 379-8번지
378,행운나라복권방,3,경기 안양시 만안구 석수동 785-14번지
379,행운로또복권,3,경기 오산시 오산동 876-2
380,행운복권방,3,충남 예산군 예산읍 궁평리 178-2번지
381,행운복권방,3,서울 도봉구 창동 134-36번지 우림빌딩106
382,행운복권방,3,부산 중구 남포동5가 64-3번지
383,행운의집,3,서울 강동구 천호동 549-1
384,행운의집제1호점,3,경북 안동시 동부동 75-3번지
385,현대슈퍼,3,광주 서구 쌍촌동 970-24번지
386,현대할인마트,3,경기 이천시 신둔면 수광리 312-4
387,현아상회,3,부산 남구 용호동 371-13번지
388,형제상회,3,서울 동대문구 용두동 127-38
389,형제상회,3,대전 서구 용문동 256-3번지
390,호반할인마트,3,광주 광산구 도산동 1295-8번지
391,홈돌이로또복권,3,경기 김포시 감정동 692번지 삼성홈플러스2층
392,황금 슈퍼,3,경기 용인시 기흥구 상하동 483-1 어정프라자 103호
393,황금복권,3,강원 원주시 단계동 808 삼익상가 105호
394,훼미리로또,3,서울 동작구 신대방동 395-68102호
395,흥건슈퍼,3,전북 전주시 완산구 삼천동1가 300-3 흥건슈퍼
396,1등로또복권,2,광주 서구 광천동 49-1번지 광주종합터미널 내 영풍문고 앞
397,1등로또복권방,2,경기 의정부시 용현동 266-10번지
398,1등복권방,2,울산 울주군 언양읍 반송리 253번지
399,1등복권방,2,울산 울주군 언양읍 남부리 115-2우리들편의점내
400,24시슈퍼,2,경기 군포시 산본동 1142-5 금화프라자102호
401,5가로또레드탑,2,서울 종로구 종로5가 182-3번지
402,ANY25,2,서울 종로구 원남동 282번지 1층
403,CN마트,2,울산 동구 화정동 849-27번지
404,CU 장승배기역점,2,서울 동작구 노량진동 311-31
405,CU(구미원평점),2,경북 구미시 원평동 1049번지
406,CU(구월프랜드점),2,인천 남동구 구월동 1191-10번지
407,CU(도화향기점),2,인천 남구 도화동 119-43 1층 CU
408,CU(동해발한점),2,강원 동해시 발한동 39-14번지
409,CU(마산경남대점),2,경남 창원시 마산합포구 월영동 430-31 1층 CU편의점
410,CU(성북진영점),2,서울 성북구 종암동 10-78
411,CU(소피텔점),2,서울 중구 묵정동 18-9번지
412,CU(안산와동점),2,경기 안산시 단원구 와동 679-7
413,CU(역촌제일점),2,서울 은평구 역촌동 78-45
414,CU(원종깨비점),2,경기 부천시 원종동 280-9번지 CU원종깨비점
415,CU(원주명륜점),2,강원 원주시 명륜동 751 1층 CU편의점
416,CU(정동진모래시계점),2,강원 강릉시 강동면 정동진리 3-2번지
417,CU(정릉센터점),2,서울 성북구 정릉동 1020 101~104호 CU정릉센터점 내
418,CU(타워팰리스점),2,서울 강남구 도곡동 467번지
419,CU(포항오거리점),2,경북 포항시 북구 죽도동 42-17번지
420,CU로또(강구터미널점),2,경북 영덕군 강구면 오포리 557-5 1층 CU편의점내
421,CU칠곡점,2,대구 북구 관음동 1386-5번지
422,D-마트담배,2,강원 속초시 조양동 1498-2번지
423,E편한마트,2,광주 북구 중흥동 224-87번지
424,GS25 창원그랜드점,2,경남 창원시 성산구 남양동 20 성원1차상가120호
425,GS25(경산사동점),2,경북 경산시 삼풍동 509-4
426,GS25(대전원내점),2,대전 유성구 원내동 343-11
427,GS25(덕산제일점),2,경남 창원시 진해구 덕산동 79-10번지
428,GS25(둔산을지점),2,대전 서구 둔산동 1349번지
429,GS25(명륜아남점),2,서울 종로구 명륜1가 46-18번지
